"mode","peel","Year","recruit_male"
"drop_survey",9,1988,341345.23887449
"drop_survey",9,1989,351117.76475289
"drop_survey",9,1990,2123552.5323899
"drop_survey",9,1991,1879641.78935555
"drop_survey",9,1992,135829.92843441
"drop_survey",9,1993,104380.70742257
"drop_survey",9,1994,166277.52800419
"drop_survey",9,1995,191363.95796877
"drop_survey",9,1996,145313.84164015
"drop_survey",9,1997,144096.79758767
"drop_survey",9,1998,259165.30225883
"drop_survey",9,1999,142045.1439248
"drop_survey",9,2000,73473.24654798
"drop_survey",9,2001,752368.0025309
"drop_survey",9,2002,465296.78781335
"drop_survey",9,2003,344021.04120517
"drop_survey",9,2004,987991.30092289
"drop_survey",9,2005,286438.12256251
"drop_survey",9,2006,175896.95727552
"drop_survey",9,2007,612683.25170501
"drop_survey",9,2008,607561.32311595
"drop_survey",9,2009,138835.76939559
"drop_survey",9,2010,194792.38668832
"drop_survey",9,2011,321564.34092662
"drop_survey",9,2012,271072.19261174
"drop_survey",9,2013,453086.95538512
"drop_survey",9,2014,1660741.85360683
"drop_survey",9,2015,833823.6543667
"drop_survey",9,2016,448431.81923622
"drop_survey",10,1982,774296.82964905
"drop_survey",10,1983,1196601.69610651
"drop_survey",10,1984,2403169.32684497
"drop_survey",10,1985,1887658.40288198
"drop_survey",10,1986,290616.87818373
"drop_survey",10,1987,620309.37452622
"drop_survey",10,1988,342157.926299
"drop_survey",10,1989,347827.7127305
"drop_survey",10,1990,2118017.72322279
"drop_survey",10,1991,1882221.95310993
"drop_survey",10,1992,132318.50904089
"drop_survey",10,1993,100980.6531585
"drop_survey",10,1994,169312.31516862
"drop_survey",10,1995,194830.21948735
"drop_survey",10,1996,138568.96859395
"drop_survey",10,1997,146820.74225389
"drop_survey",10,1998,252376.18068444
"drop_survey",10,1999,144532.10892438
"drop_survey",10,2000,73748.52953846
"drop_survey",10,2001,751001.29401584
"drop_survey",10,2002,463967.05074248
"drop_survey",10,2003,331874.87768416
"drop_survey",10,2004,972749.7589127
"drop_survey",10,2005,302296.73493548
"drop_survey",10,2006,178473.19645827
"drop_survey",10,2007,613349.06113673
"drop_survey",10,2008,607969.07851633
"drop_survey",10,2009,157760.0488257
"drop_survey",10,2010,304929.19035378
"drop_survey",10,2011,372506.13993101
"drop_survey",10,2012,325163.73560215
"drop_survey",10,2013,551074.67496826
"drop_survey",10,2014,1402020.22906399
"drop_survey",10,2015,487741.39957534
