"mode","peel","Year","recruit_male"
"standard",6,1991,4601458.09529472
"standard",6,1992,107470.46935037
"standard",6,1993,112150.03070292
"standard",6,1994,444049.08681301
"standard",6,1995,255921.11904931
"standard",6,1996,354267.97708298
"standard",6,1997,247931.98545722
"standard",6,1998,486519.47166627
"standard",6,1999,341405.72375355
"standard",6,2000,34513.22839326
"standard",6,2001,1432615.15213712
"standard",6,2002,975131.50845271
"standard",6,2003,543922.74203139
"standard",6,2004,2059437.13807193
"standard",6,2005,478557.39629713
"standard",6,2006,450063.3691185
"standard",6,2007,929886.9580594
"standard",6,2008,1424276.12349855
"standard",6,2009,155323.87954824
"standard",6,2010,405463.04533984
"standard",6,2011,120814.60642788
"standard",6,2012,826129.12133072
"standard",6,2013,1232607.62828944
"standard",6,2014,4392201.08160132
"standard",6,2015,7397188.11283659
"standard",6,2016,425559.79184283
"standard",6,2017,1241051.24958801
"standard",6,2018,1756482.1814831
"standard",6,2019,2130586.24280268
"standard",7,1982,2407016.33737619
"standard",7,1983,2407029.52167965
"standard",7,1984,4022875.58495459
"standard",7,1985,4754875.10951166
"standard",7,1986,181787.25277118
"standard",7,1987,1474650.44862404
"standard",7,1988,551365.50792292
"standard",7,1989,892904.66077646
"standard",7,1990,3254567.41952092
"standard",7,1991,4821532.08381086
"standard",7,1992,117065.63467838
"standard",7,1993,119318.60309412
"standard",7,1994,459646.64479753
"standard",7,1995,269964.81241477
"standard",7,1996,366148.81115822
"standard",7,1997,260477.75875626
"standard",7,1998,501107.23947723
"standard",7,1999,361512.84770836
"standard",7,2000,37236.58117258
"standard",7,2001,1477398.31015512
"standard",7,2002,1023750.88646491
"standard",7,2003,564646.8136257
"standard",7,2004,2126011.61420292
"standard",7,2005,515567.2417815
"standard",7,2006,474581.77164275
"standard",7,2007,956526.78077721
"standard",7,2008,1485969.59754246
"standard",7,2009,165803.18582717
"standard",7,2010,421935.13361907
"standard",7,2011,127074.92327904
"standard",7,2012,853362.87242472
"standard",7,2013,1266335.89413309
"standard",7,2014,4638235.26299121
"standard",7,2015,7424013.84879579
"standard",7,2016,444001.14663221
"standard",7,2017,1229823.64964284
"standard",7,2018,1675908.97667783
"standard",8,1982,2411877.65973393
"standard",8,1983,2428118.22676047
"standard",8,1984,4067996.49014075
"standard",8,1985,4783737.12146208
"standard",8,1986,185208.01966787
"standard",8,1987,1479500.99143943
"standard",8,1988,556055.68154747
"standard",8,1989,899519.73205118
"standard",8,1990,3278241.08424905
"standard",8,1991,4843232.47222816
"standard",8,1992,118837.98898155
"standard",8,1993,119760.94973471
"standard",8,1994,457224.25961108
"standard",8,1995,286632.5608892
"standard",8,1996,357235.67174917
"standard",8,1997,266472.48180202
"standard",8,1998,497567.73050841
"standard",8,1999,369783.1308786
"standard",8,2000,38901.38850434
"standard",8,2001,1482026.83714496
"standard",8,2002,1033120.14483195
"standard",8,2003,557239.31366491
"standard",8,2004,2135689.54906784
"standard",8,2005,516798.75614088
"standard",8,2006,504966.1994325
"standard",8,2007,945156.30877345
"standard",8,2008,1498225.51493757
"standard",8,2009,160663.07852349
"standard",8,2010,427799.60718082
"standard",8,2011,141649.88667057
"standard",8,2012,749631.42733249
"standard",8,2013,1209557.94961222
"standard",8,2014,3872535.92386767
"standard",8,2015,6336713.25336212
"standard",8,2016,1174329.4488769
"standard",8,2017,1382435.2027864
"standard",9,1982,1993848.69279421
"standard",9,1983,1994753.86130909
"standard",9,1984,3474759.24987805
"standard",9,1985,3830074.81560134
"standard",9,1986,151977.14312626
"standard",9,1987,1244448.37860928
"standard",9,1988,444826.40548982
"standard",9,1989,732802.62222524
"standard",9,1990,2897145.00911858
"standard",9,1991,3872523.28452194
"standard",9,1992,96983.56035178
"standard",9,1993,107172.6224077
"standard",9,1994,386159.06065811
"standard",9,1995,202349.28532906
"standard",9,1996,328579.56223317
"standard",9,1997,201838.52104196
"standard",9,1998,445984.80104023
"standard",9,1999,277780.08400596
"standard",9,2000,30404.13658094
"standard",9,2001,1302489.40495978
"standard",9,2002,787128.75619948
"standard",9,2003,542255.20985115
"standard",9,2004,1798027.54313557
"standard",9,2005,355351.06899996
"standard",9,2006,408162.67731298
"standard",9,2007,815800.76158136
"standard",9,2008,1227409.78581864
"standard",9,2009,100423.36031033
"standard",9,2010,391891.26631026
"standard",9,2011,531858.04479857
"standard",9,2012,588420.33980331
"standard",9,2013,856424.8381851
"standard",9,2014,2971512.63724123
"standard",9,2015,3229595.07153552
"standard",9,2016,1972201.78702592
"standard",10,1982,1939197.35601946
"standard",10,1983,1936111.95472926
"standard",10,1984,3382767.20263915
"standard",10,1985,3723186.46616256
"standard",10,1986,150830.5338246
"standard",10,1987,1203753.45727381
"standard",10,1988,447114.06753081
"standard",10,1989,694482.85831615
"standard",10,1990,2856162.15489012
"standard",10,1991,3757933.97833312
"standard",10,1992,96462.56276883
"standard",10,1993,106226.77031343
"standard",10,1994,380360.33149634
"standard",10,1995,185090.88269658
"standard",10,1996,327184.87749522
"standard",10,1997,197692.04536525
"standard",10,1998,435365.85288086
