"32",2013,0.00085752673176169,0.000159945838490004,0.00224509063519405,0.12060554643334,0.360803490490883,0.494588911925277,0.457759819784312,0.608496317916508,0.938676531421023,0.995217517119677,0.961794749708224,0.986456019337665,0.754713767195737,1,NA
"33",2014,0,0,0.00456129636016466,0.119681598186765,0.112031428849502,0.224307893935228,0.416886324714381,0.406689259948105,0.978819909187145,0.994353802399614,0.895493887454257,0.861196487074097,1,NA,NA
"34",2015,0,0,6.59050774736726e-05,0.00306221356325314,0.0527070697850443,0.431109930474139,0.593575082878762,0.7576663208621,0.997389392943143,0.577052472832575,0.855979141755122,0,NA,NA,NA
"35",2016,0,0,0.000201726024341683,0.0341706660953547,0.10132326539887,0.402331912632955,0.577963207215994,0.906309552569947,0.995790894650961,1,NA,NA,NA,NA,NA
"36",2017,0,0,0.112897250961475,0.217654459992558,0.414803369327579,0.772616674953502,0.836647567288359,0.940578563165352,0.982346423392509,0.855043330627846,0.51313307902843,NA,NA,1,NA
"37",2018,0.00713959991903623,0.0013468977781106,0.0157058578017046,0.157224423698573,0.465346994220381,0.792631246919598,0.842820656348721,0.967332986648252,0.998561094903565,1,0.530062892672997,1,NA,1,NA
"38",2019,0,0.562133422843741,0.57074954046668,0.899271532062079,0.924526496799213,0.926090713007225,0.940660247291681,0.995208016328416,1,1,NA,NA,NA,NA,NA
"39",2021,0,0,0,0.0239634785913136,0.30410406376664,0.641758463501014,0.754785626861338,0.712097650053193,0.720713672676743,0.503750143752487,1,1,1,NA,1
"40",2022,0,0,0.0107666183223732,0.0516564006856722,0.122340488265483,0.370471104829567,0.742201508027698,0.958579209584311,0.991076556877991,0,1,NA,NA,NA,NA
"41",2023,0,0,0.00532581078170869,0.086667627435924,0.239737739046192,0.598001576092319,0.673541586195921,0.731863219760053,0.499386866598207,0.406091966102338,1,1,NA,NA,NA
"42",2024,0,0,4.59093663539786e-05,0.0256324977611182,0.102534932201479,0.297449973982804,0.200891334435092,0.13694930866453,0.233536301781489,0.552408620266262,0.46214119007381,0.715306036005321,1,NA,NA
"43",2025,0,0,0.0449006985338331,0.163756653075567,0.212172875287248,0.469464080715912,0.55363689790144,0.487750124542727,0.909008176263036,0.998487790065913,0.997342042260864,1,1,0.709565913037079,0.193596729322863
