"","male_mat_ratio.SPECIES","male_mat_ratio.REGION","male_mat_ratio.DISTRICT","male_mat_ratio.YEAR","male_mat_ratio.SIZE_BIN","male_mat_ratio.NUM_IMMATURE","male_mat_ratio.NUM_MATURE","male_mat_ratio.TOTAL_CRAB","male_mat_ratio.PROP_MATURE","model_parameters.SPECIES","model_parameters.REGION","model_parameters.DISTRICT","model_parameters.YEAR","model_parameters.A_EST","model_parameters.A_SE","model_parameters.B_EST","model_parameters.B_SE"
"439","SNOW","EBS","ALL",2011,185,0,0,0,1,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"440","SNOW","EBS","ALL",2011,195,0,0,0,1,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"441","SNOW","EBS","ALL",2013,5,0,0,0,0,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"442","SNOW","EBS","ALL",2013,15,0,0,0,0,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"443","SNOW","EBS","ALL",2013,25,18.6373,0,18.6373,0,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"444","SNOW","EBS","ALL",2013,35,262.6474,0,262.6474,0,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"445","SNOW","EBS","ALL",2013,45,381.9715,0,381.9715,0,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"446","SNOW","EBS","ALL",2013,55,397.0743,27.4835,424.5578,0.064734413,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"447","SNOW","EBS","ALL",2013,65,192.1519,80.5942,272.7461,0.295491668,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"448","SNOW","EBS","ALL",2013,75,98.6361,108.1343,206.7704,0.522967988,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"449","SNOW","EBS","ALL",2013,85,58.6393,72.4436,131.0829,0.552654847,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"450","SNOW","EBS","ALL",2013,95,26.5326,63.7041,90.2367,0.705966641,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"451","SNOW","EBS","ALL",2013,105,6,57.4965,63.4965,0.905506603,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"452","SNOW","EBS","ALL",2013,115,6,18,24,0.75,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"453","SNOW","EBS","ALL",2013,125,0,3,3,1,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"454","SNOW","EBS","ALL",2013,135,0,0,0,1,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"455","SNOW","EBS","ALL",2013,145,0,0,0,1,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"456","SNOW","EBS","ALL",2013,155,0,0,0,1,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"457","SNOW","EBS","ALL",2013,165,0,0,0,1,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"458","SNOW","EBS","ALL",2013,175,0,0,0,1,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"459","SNOW","EBS","ALL",2013,185,0,0,0,1,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"460","SNOW","EBS","ALL",2013,195,0,0,0,1,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"461","SNOW","EBS","ALL",2015,5,0,0,0,0,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"462","SNOW","EBS","ALL",2015,15,1,0,1,0,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"463","SNOW","EBS","ALL",2015,25,39.927,1,40.927,0,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"464","SNOW","EBS","ALL",2015,35,66.2037,13.9635,80.1672,0,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
"465","SNOW","EBS","ALL",2015,45,89.1792,0,89.1792,0,"SNOW","EBS","ALL",2005,0.0672757,0.007452193,83.10497,1.8689441
"466","SNOW","EBS","ALL",2015,55,65.4466,9.3025,74.7491,0.124449893,"SNOW","EBS","ALL",2006,0.05894915,0.005493406,83.22545,1.7922222
"467","SNOW","EBS","ALL",2015,65,86.8951,51.4634,138.3585,0.371957144,"SNOW","EBS","ALL",2007,0.05309923,0.007240798,84.65062,2.9063729
"468","SNOW","EBS","ALL",2015,75,31.7832,34.7627,66.546,0.522386712,"SNOW","EBS","ALL",2009,0.05510548,0.012275288,97.80654,4.5850938
"469","SNOW","EBS","ALL",2015,85,16,16.3269,32.3269,0.505056773,"SNOW","EBS","ALL",2010,0.08746835,0.010431722,73.64423,1.5483566
"470","SNOW","EBS","ALL",2015,95,18,23,41,0.56097561,"SNOW","EBS","ALL",2011,0.07387553,0.012888884,87.43037,2.6818202
"471","SNOW","EBS","ALL",2015,105,1,38,39,0.974358974,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"472","SNOW","EBS","ALL",2015,115,0,39,39,1,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"473","SNOW","EBS","ALL",2015,125,0,13,13,1,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"474","SNOW","EBS","ALL",2015,135,0,2,2,1,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"475","SNOW","EBS","ALL",2015,145,0,0,0,1,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"476","SNOW","EBS","ALL",2015,155,0,0,0,1,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"477","SNOW","EBS","ALL",2015,165,0,0,0,1,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"478","SNOW","EBS","ALL",2015,175,0,0,0,1,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"479","SNOW","EBS","ALL",2015,185,0,0,0,1,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"480","SNOW","EBS","ALL",2015,195,0,0,0,1,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"481","SNOW","EBS","ALL",2017,5,0,0,0,0,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"482","SNOW","EBS","ALL",2017,15,0,0,0,0,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"483","SNOW","EBS","ALL",2017,25,3,0,3,0,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"484","SNOW","EBS","ALL",2017,35,382.3102,0,382.3102,0,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"485","SNOW","EBS","ALL",2017,45,4273.7645,164.4745,4438.239,0.0370585,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"486","SNOW","EBS","ALL",2017,55,2997.2959,1287.1558,4284.4517,0.300424854,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"487","SNOW","EBS","ALL",2017,65,1511.652,675.1873,2186.8393,0.308750297,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"488","SNOW","EBS","ALL",2017,75,601.4942,454.933,1056.4272,0.430633585,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"489","SNOW","EBS","ALL",2017,85,187.6881,272.3112,459.9993,0.591981866,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"490","SNOW","EBS","ALL",2017,95,46,210.7936,256.7936,0.820867824,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"491","SNOW","EBS","ALL",2017,105,17,269,286,0.940559441,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"492","SNOW","EBS","ALL",2017,115,3,179.8151,182.8151,0.983589979,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"493","SNOW","EBS","ALL",2017,125,0,33,33,1,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"494","SNOW","EBS","ALL",2017,135,0,0,0,1,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"495","SNOW","EBS","ALL",2017,145,0,1,1,1,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"496","SNOW","EBS","ALL",2017,155,0,0,0,1,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
"497","SNOW","EBS","ALL",2017,165,0,0,0,1,"SNOW","EBS","ALL",2005,0.0672757,0.007452193,83.10497,1.8689441
"498","SNOW","EBS","ALL",2017,175,0,0,0,1,"SNOW","EBS","ALL",2006,0.05894915,0.005493406,83.22545,1.7922222
"499","SNOW","EBS","ALL",2017,185,0,0,0,1,"SNOW","EBS","ALL",2007,0.05309923,0.007240798,84.65062,2.9063729
"500","SNOW","EBS","ALL",2017,195,0,0,0,1,"SNOW","EBS","ALL",2009,0.05510548,0.012275288,97.80654,4.5850938
"501","SNOW","EBS","ALL",2018,5,0,0,0,0,"SNOW","EBS","ALL",2010,0.08746835,0.010431722,73.64423,1.5483566
"502","SNOW","EBS","ALL",2018,15,0,0,0,0,"SNOW","EBS","ALL",2011,0.07387553,0.012888884,87.43037,2.6818202
"503","SNOW","EBS","ALL",2018,25,54.695,0,54.695,0,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"504","SNOW","EBS","ALL",2018,35,83.3212,1,84.3212,0,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"505","SNOW","EBS","ALL",2018,45,2875.9584,91.8602,2967.8185,0.030952081,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"506","SNOW","EBS","ALL",2018,55,3866.4682,729.7462,4596.2143,0.158771138,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"507","SNOW","EBS","ALL",2018,65,1852.0333,1230.9975,3083.0308,0.399281614,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"508","SNOW","EBS","ALL",2018,75,683.0101,665.3677,1348.3777,0.493457916,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"509","SNOW","EBS","ALL",2018,85,265.8859,640.3244,906.2103,0.706595775,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"510","SNOW","EBS","ALL",2018,95,28,172.767,200.767,0.860534842,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"511","SNOW","EBS","ALL",2018,105,9,231.9566,240.9566,0.962648875,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"512","SNOW","EBS","ALL",2018,115,3,64.3619,67.3619,0.955464459,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"513","SNOW","EBS","ALL",2018,125,0,27.8558,27.8558,1,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"514","SNOW","EBS","ALL",2018,135,0,2,2,1,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"515","SNOW","EBS","ALL",2018,145,0,0,0,1,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"516","SNOW","EBS","ALL",2018,155,0,0,0,1,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"517","SNOW","EBS","ALL",2018,165,0,0,0,1,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"518","SNOW","EBS","ALL",2018,175,0,0,0,1,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"519","SNOW","EBS","ALL",2018,185,0,0,0,1,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"520","SNOW","EBS","ALL",2018,195,0,0,0,1,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"521","SNOW","EBS","ALL",2019,5,0,0,0,0,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"522","SNOW","EBS","ALL",2019,15,0,0,0,0,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"523","SNOW","EBS","ALL",2019,25,3,0,3,0,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"524","SNOW","EBS","ALL",2019,35,6,0,6,0,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"525","SNOW","EBS","ALL",2019,45,841.0055,167.9263,1008.9319,0.166439714,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"526","SNOW","EBS","ALL",2019,55,2438.7387,428.5382,2867.2769,0.149458268,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"527","SNOW","EBS","ALL",2019,65,1704.0802,503.0883,2207.1684,0.227933797,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"528","SNOW","EBS","ALL",2019,75,1751.8594,650.6773,2402.5366,0.270829278,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
"529","SNOW","EBS","ALL",2019,85,981.7142,615.2604,1596.9746,0.385266214,"SNOW","EBS","ALL",2005,0.0672757,0.007452193,83.10497,1.8689441
"530","SNOW","EBS","ALL",2019,95,131.3253,578.9624,710.2877,0.815109748,"SNOW","EBS","ALL",2006,0.05894915,0.005493406,83.22545,1.7922222
"531","SNOW","EBS","ALL",2019,105,57.9053,418.0786,475.9839,0.878346093,"SNOW","EBS","ALL",2007,0.05309923,0.007240798,84.65062,2.9063729
"532","SNOW","EBS","ALL",2019,115,6.3439,139.2203,145.5642,0.956418274,"SNOW","EBS","ALL",2009,0.05510548,0.012275288,97.80654,4.5850938
"533","SNOW","EBS","ALL",2019,125,0,41.936,41.936,1,"SNOW","EBS","ALL",2010,0.08746835,0.010431722,73.64423,1.5483566
"534","SNOW","EBS","ALL",2019,135,0,2,2,1,"SNOW","EBS","ALL",2011,0.07387553,0.012888884,87.43037,2.6818202
"535","SNOW","EBS","ALL",2019,145,0,0,0,1,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"536","SNOW","EBS","ALL",2019,155,0,0,0,1,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"537","SNOW","EBS","ALL",2019,165,0,0,0,1,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"538","SNOW","EBS","ALL",2019,175,0,0,0,1,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"539","SNOW","EBS","ALL",2019,185,0,0,0,1,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"540","SNOW","EBS","ALL",2019,195,0,0,0,1,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"541","SNOW","EBS","ALL",2021,5,0,0,0,0,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"542","SNOW","EBS","ALL",2021,15,0,0,0,0,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"543","SNOW","EBS","ALL",2021,25,4,0,4,0,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"544","SNOW","EBS","ALL",2021,35,11,0,11,0,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"545","SNOW","EBS","ALL",2021,45,15,12.0622,27.0622,0.445721543,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"546","SNOW","EBS","ALL",2021,55,33.0622,41.6963,74.7585,0.557746595,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"547","SNOW","EBS","ALL",2021,65,52.7905,66.0622,118.8527,0.555832687,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"548","SNOW","EBS","ALL",2021,75,73.7356,80.9995,154.7351,0.523472081,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"549","SNOW","EBS","ALL",2021,85,122.9995,149.7784,272.7779,0.549085518,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"550","SNOW","EBS","ALL",2021,95,93.7501,195.2793,289.0294,0.675638221,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"551","SNOW","EBS","ALL",2021,105,13,246.0184,259.0184,0.949810512,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"552","SNOW","EBS","ALL",2021,115,1,74.5002,75.5002,0.986755002,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"553","SNOW","EBS","ALL",2021,125,0,3,3,1,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"554","SNOW","EBS","ALL",2021,135,0,1,1,1,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"555","SNOW","EBS","ALL",2021,145,0,0,0,1,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"556","SNOW","EBS","ALL",2021,155,0,0,0,1,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"557","SNOW","EBS","ALL",2021,165,0,0,0,1,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"558","SNOW","EBS","ALL",2021,175,0,0,0,1,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"559","SNOW","EBS","ALL",2021,185,0,0,0,1,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"560","SNOW","EBS","ALL",2021,195,0,0,0,1,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
"561","SNOW","EBS","ALL",2022,5,0,0,0,0,"SNOW","EBS","ALL",2005,0.0672757,0.007452193,83.10497,1.8689441
"562","SNOW","EBS","ALL",2022,15,0,0,0,0,"SNOW","EBS","ALL",2006,0.05894915,0.005493406,83.22545,1.7922222
"563","SNOW","EBS","ALL",2022,25,16.0011,1,17.0011,0,"SNOW","EBS","ALL",2007,0.05309923,0.007240798,84.65062,2.9063729
"564","SNOW","EBS","ALL",2022,35,135.4405,28.4387,163.8793,0,"SNOW","EBS","ALL",2009,0.05510548,0.012275288,97.80654,4.5850938
"565","SNOW","EBS","ALL",2022,45,569.1696,6.255,575.4246,0.010870217,"SNOW","EBS","ALL",2010,0.08746835,0.010431722,73.64423,1.5483566
"566","SNOW","EBS","ALL",2022,55,299.8623,37.0957,336.958,0.110089866,"SNOW","EBS","ALL",2011,0.07387553,0.012888884,87.43037,2.6818202
"567","SNOW","EBS","ALL",2022,65,83.9216,32.5994,116.521,0.279772669,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"568","SNOW","EBS","ALL",2022,75,25,52.1416,77.1416,0.675920561,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"569","SNOW","EBS","ALL",2022,85,35.29,42.3632,77.6532,0.545543004,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"570","SNOW","EBS","ALL",2022,95,26.1137,37.7784,63.8921,0.591284682,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"571","SNOW","EBS","ALL",2022,105,12.7784,92.5568,105.3353,0.878688105,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"572","SNOW","EBS","ALL",2022,115,4,49.1137,53.1137,0.924689835,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"573","SNOW","EBS","ALL",2022,125,0,14,14,1,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"574","SNOW","EBS","ALL",2022,135,0,2,2,1,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"575","SNOW","EBS","ALL",2022,145,0,0,0,1,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"576","SNOW","EBS","ALL",2022,155,0,0,0,1,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"577","SNOW","EBS","ALL",2022,165,0,0,0,1,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"578","SNOW","EBS","ALL",2022,175,0,0,0,1,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"579","SNOW","EBS","ALL",2022,185,0,0,0,1,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"580","SNOW","EBS","ALL",2022,195,0,0,0,1,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"581","SNOW","EBS","ALL",2023,5,0,0,0,0,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"582","SNOW","EBS","ALL",2023,15,0,0,0,0,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"583","SNOW","EBS","ALL",2023,25,1,0,1,0,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"584","SNOW","EBS","ALL",2023,35,36.3749,0,36.3749,0,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"585","SNOW","EBS","ALL",2023,45,549.0186,34.8944,583.9129,0.059759509,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"586","SNOW","EBS","ALL",2023,55,900.3797,98.8779,999.2576,0.098951323,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"587","SNOW","EBS","ALL",2023,65,569.7285,197.7356,767.4641,0.257648051,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"588","SNOW","EBS","ALL",2023,75,141.2524,51.3195,192.5719,0.266495434,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"589","SNOW","EBS","ALL",2023,85,36.8882,35.3073,72.1955,0.489051251,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"590","SNOW","EBS","ALL",2023,95,29.4839,71,100.4839,0.706580715,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"591","SNOW","EBS","ALL",2023,105,12.9893,126.5951,139.5843,0.906943143,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"592","SNOW","EBS","ALL",2023,115,2,81.73,83.73,0.97611371,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
"593","SNOW","EBS","ALL",2023,125,0,25,25,1,"SNOW","EBS","ALL",2005,0.0672757,0.007452193,83.10497,1.8689441
"594","SNOW","EBS","ALL",2023,135,0,2,2,1,"SNOW","EBS","ALL",2006,0.05894915,0.005493406,83.22545,1.7922222
"595","SNOW","EBS","ALL",2023,145,0,0,0,1,"SNOW","EBS","ALL",2007,0.05309923,0.007240798,84.65062,2.9063729
"596","SNOW","EBS","ALL",2023,155,0,0,0,1,"SNOW","EBS","ALL",2009,0.05510548,0.012275288,97.80654,4.5850938
"597","SNOW","EBS","ALL",2023,165,0,0,0,1,"SNOW","EBS","ALL",2010,0.08746835,0.010431722,73.64423,1.5483566
"598","SNOW","EBS","ALL",2023,175,0,0,0,1,"SNOW","EBS","ALL",2011,0.07387553,0.012888884,87.43037,2.6818202
"599","SNOW","EBS","ALL",2023,185,0,0,0,1,"SNOW","EBS","ALL",2013,0.0703324,0.007670432,80.1952,1.7601938
"600","SNOW","EBS","ALL",2023,195,0,0,0,1,"SNOW","EBS","ALL",2015,0.07003793,0.009241827,79.61175,2.1385426
"601","SNOW","EBS","ALL",2024,5,0,0,0,0,"SNOW","EBS","ALL",2017,0.07477514,0.005991697,76.44053,1.2165096
"602","SNOW","EBS","ALL",2024,15,0,0,0,0,"SNOW","EBS","ALL",2018,0.08627252,0.004560928,73.70881,0.6958518
"603","SNOW","EBS","ALL",2024,25,5.0709,0,5.0709,0,"SNOW","EBS","ALL",2019,0.08341229,0.009373278,84.02355,1.5299687
"604","SNOW","EBS","ALL",2024,35,85.628,0,85.628,0,"SNOW","EBS","ALL",2021,0.0487697,0.007846442,66.38867,3.6670563
"605","SNOW","EBS","ALL",2024,45,2258.1104,173.538,2431.6485,0.071366414,"SNOW","EBS","ALL",2022,0.06757293,0.009025401,78.63274,2.2429171
"606","SNOW","EBS","ALL",2024,55,2827.2306,422.5709,3249.8015,0.130029764,"SNOW","EBS","ALL",2023,0.08549911,0.005533664,83.81355,0.8596977
"607","SNOW","EBS","ALL",2024,65,1686.9921,775.172,2462.1641,0.314833609,"SNOW","EBS","ALL",2024,0.06779643,0.005083521,81.78681,1.2553419
"608","SNOW","EBS","ALL",2024,75,472.6269,237.1258,709.7527,0.334096388,"SNOW","EBS","ALL",2025,0.06716349,0.006535271,78.94679,1.643924
"609","SNOW","EBS","ALL",2024,85,130.4052,196.2456,326.6508,0.600781048,"SNOW","EBS","ALL",1989,0.10699411,0.01022512,90.65492,1.0145028
"610","SNOW","EBS","ALL",2024,95,22,52,74,0.702702703,"SNOW","EBS","ALL",1990,0.07277573,0.008755984,94.84672,1.8774647
"611","SNOW","EBS","ALL",2024,105,25.1555,64,89.1555,0.717846586,"SNOW","EBS","ALL",1991,0.09147539,0.012890991,96.7591,1.7496379
"612","SNOW","EBS","ALL",2024,115,3,86.1555,89.1555,0.966350941,"SNOW","EBS","ALL",1992,0.07000177,0.006038387,84.28333,1.3990401
"613","SNOW","EBS","ALL",2024,125,0,28,28,1,"SNOW","EBS","ALL",1993,0.081824,0.008058921,75.49382,1.3667858
"614","SNOW","EBS","ALL",2024,135,0,2,2,1,"SNOW","EBS","ALL",1994,0.06615964,0.005924545,84.73689,1.5363862
"615","SNOW","EBS","ALL",2024,145,0,0,0,1,"SNOW","EBS","ALL",1995,0.07693595,0.002598262,84.39154,0.4984764
"616","SNOW","EBS","ALL",2024,155,0,0,0,1,"SNOW","EBS","ALL",1996,0.07825773,0.007873234,88.14304,1.4599727
"617","SNOW","EBS","ALL",2024,165,0,0,0,1,"SNOW","EBS","ALL",1997,0.08916597,0.010733283,94.75338,1.5332163
"618","SNOW","EBS","ALL",2024,175,0,0,0,1,"SNOW","EBS","ALL",1998,0.07199527,0.008004203,88.87168,1.7535492
"619","SNOW","EBS","ALL",2024,185,0,0,0,1,"SNOW","EBS","ALL",1999,0.06472373,0.006686044,82.82275,1.8111555
"620","SNOW","EBS","ALL",2024,195,0,0,0,1,"SNOW","EBS","ALL",2000,0.07692534,0.00809458,85.27822,1.5533928
"621","SNOW","EBS","ALL",2025,5,0,0,0,0,"SNOW","EBS","ALL",2001,0.08583334,0.006151863,87.74763,0.9483285
"622","SNOW","EBS","ALL",2025,15,0,0,0,0,"SNOW","EBS","ALL",2002,0.08031616,0.011003608,89.79601,1.9372533
"623","SNOW","EBS","ALL",2025,25,0,0,0,0,"SNOW","EBS","ALL",2003,0.07118063,0.007819776,93.2268,1.7526488
"624","SNOW","EBS","ALL",2025,35,94.0113,0,94.0113,0,"SNOW","EBS","ALL",2004,0.06110766,0.005644704,83.49334,1.7146144
